replication,cohort,scenario,planned,reason,winner,winner_category,false_acceptances,invalid_attempts,gini,hhi,top1_share,effective_miners,rank_stability_tau_b,validator_disagreement_tv,hardware_pair_tau_b,honest_weight,gaming_weight,sybil_weight,safe_no_update,strategy_evaluations,duplicate_cache_hits,trial_pairs,injected_false_claims,accepted_injected_false_claims,sybil_strategy_allocation_gain,behavior_equivalent_replica_allocation_gain
27,3,order-bias,True,,warm-specialist,honest,0,94,0.23154446271670479,0.09873986054042753,0.12313223723657665,10.127622163194825,0.603448275862069,0.07876628578446479,,0.840677848086343,0.0,0.1593221519136569,False,456,24,4520,0,0,0.0,0.0
28,3,timing-outliers,True,,aggregate-advisor,honest,0,93,0.11109584940047887,0.0946202133778068,0.11976631598374123,10.568566316872737,0.5735663588102755,0.06704220604118699,,0.8363000423089578,0.0,0.16369995769104217,False,456,24,4490,0,0,0.0,0.0
29,3,candidate-measurement-bias,True,,aggregate-advisor,honest,0,94,0.20497991170432395,0.12636683160506898,0.1591592646937643,7.913468964112943,0.6006282239382197,0.20014787954410893,,0.8812336562173418,0.0,0.11876634378265817,False,456,24,4520,0,0,0.0,0.0
30,3,false-accept-claim,True,,aggregate-advisor,honest,0,94,0.1463578925918871,0.08958906420452725,0.11156937477737332,11.162076631552386,0.6149425287356322,0.05331320735263412,,0.8375417826244136,0.0,0.16245821737558647,False,456,24,4520,94,0,0.0,0.0
31,3,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,456,24,0,0,0,,
32,4,honest,True,,aggregate-advisor,honest,0,95,0.1625904568762734,0.10894686376363558,0.13441568239981871,9.178786478604273,0.42289130052793017,0.10383165265143329,,0.9005101936492018,0.0,0.09948980635079825,False,456,24,4480,0,0,0.0,0.0
33,4,fast-worker,True,,aggregate-advisor,honest,0,95,0.16259045687627338,0.10894686376363558,0.13441568239981871,9.178786478604273,0.42289130052793017,0.1038316526514333,1.0,0.9005101936492018,0.0,0.09948980635079821,False,456,24,4480,0,0,0.0,0.0
34,4,slow-worker,True,,aggregate-advisor,honest,0,95,0.1625904568762734,0.10894686376363558,0.1344156823998187,9.178786478604273,0.42289130052793017,0.10383165265143329,1.0,0.9005101936492017,0.0,0.09948980635079824,False,456,24,4480,0,0,0.0,0.0
35,4,order-bias,True,,warm-specialist,honest,0,95,0.2580608062044519,0.12256126936338849,0.15081273670300396,8.15918442420049,0.43514901938381223,0.1360800111301856,,0.9022239632336421,0.0,0.09777603676635788,False,456,24,4480,0,0,0.0,0.0
36,4,timing-outliers,True,,warm-specialist,honest,0,95,0.15489650764725457,0.08300017493777623,0.1047059323355268,12.048167377354114,0.7592829692333948,0.32330935336718597,,0.8673947400027383,0.0,0.13260525999726164,False,456,24,4540,0,0,0.0,0.0
37,4,candidate-measurement-bias,True,,aggregate-advisor,honest,0,95,0.18661423080007863,0.16045596283297026,0.1890488746227314,6.232239564951347,0.5126654894969138,0.2533823160840357,,0.9291398052062013,0.0,0.0708601947937986,False,456,24,4480,0,0,0.0,0.0
38,4,false-accept-claim,True,,aggregate-advisor,honest,0,95,0.1625904568762734,0.10894686376363558,0.13441568239981871,9.178786478604273,0.42289130052793017,0.10383165265143329,,0.9005101936492018,0.0,0.09948980635079825,False,456,24,4480,95,0,0.0,0.0
39,4,all-fail,False,all_failed,,,0,0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,True,456,24,0,0,0,,
40,5,honest,True,,aggregate-advisor,honest,0,96,0.06258484597524207,0.11251456762837121,0.1313283571134441,8.887738015426939,0.6864322559293939,0.07464155701392253,,0.8077610112833906,0.0,0.19223898871660938,False,456,24,4510,0,0,0.0,0.0
41,5,fast-worker,True,,aggregate-advisor,honest,0,96,0.06258484597524196,0.1125145676283712,0.13132835711344404,8.88773801542694,0.6864322559293939,0.07464155701392255,1.0,0.8077610112833906,0.0,0.19223898871660947,False,456,24,4510,0,0,0.0,0.0
42,5,slow-worker,True,,aggregate-advisor,honest,0,96,0.06258484597524208,0.11251456762837121,0.1313283571134441,8.887738015426939,0.6864322559293939,0.07464155701392251,1.0,0.8077610112833906,0.0,0.19223898871660938,False,456,24,4510,0,0,0.0,0.0
43,5,order-bias,True,,warm-specialist,honest,0,96,0.09365044348068273,0.11439749174607589,0.13305718809575456,8.74145040015095,0.6619168182176298,0.08783884585574836,,0.82823579633654,0.0,0.17176420366346004,False,456,24,4510,0,0,0.0,0.0
44,5,timing-outliers,True,,aggregate-advisor,honest,0,93,0.10141497874175105,0.08693564199070998,0.10362788742235139,11.50276200993444,0.7298850574712644,0.29236302368402217,,0.8384850022686722,0.0,0.16151499773132771,False,456,24,4490,0,0,0.0,0.0
